Year,Make,Model,Category,updatedAt,mmy,mmy2
2015,Kia,Soul,Wagon,2020-01-27T20:44:18.719Z,Kia Soul 2015,Kia Soul 2015
2015,Maserati,Ghibli,Sedan,2020-01-27T20:44:18.719Z,Maserati Ghibli 2015,Maserati Ghibli 2015
2015,Lincoln,Mkt,SUV,2020-01-27T20:44:18.719Z,Lincoln Mkt 2015,Lincoln Mkt 2015
2015,Jeep,Patriot,SUV,2020-01-27T20:44:18.719Z,Jeep Patriot 2015,Jeep Patriot 2015
2015,Jaguar,Xf,Sedan,2020-01-27T20:44:18.719Z,Jaguar Xf 2015,Jaguar Xf 2015
2015,Kia,Sorento,SUV,2020-01-27T20:44:18.719Z,Kia Sorento 2015,Kia Sorento 2015
2015,Jeep,Wrangler,SUV,2020-01-27T20:44:18.719Z,Jeep Wrangler 2015,Jeep Wrangler 2015
2015,Infiniti,Qx50,SUV,2020-01-27T20:44:18.719Z,Infiniti Qx50 2015,Infiniti Qx50 2015
2015,Kia,Cadenza,Sedan,2020-01-27T20:44:18.719Z,Kia Cadenza 2015,Kia Cadenza 2015
2015,Jaguar,Xj,Sedan,2020-01-27T20:44:18.719Z,Jaguar Xj 2015,Jaguar Xj 2015
2015,Infiniti,Qx80,SUV,2020-01-27T20:44:18.719Z,Infiniti Qx80 2015,Infiniti Qx80 2015
2015,Kia,Optima-Hybrid,Sedan,2020-01-27T20:44:18.719Z,Kia Optima-Hybrid 2015,Kia Optima-Hybrid 2015
2015,Kia,Rio,"Sedan, Hatchback",2020-01-27T20:44:18.719Z,Kia Rio 2015,Kia Rio 2015
2015,Jeep,Grand-Cherokee,SUV,2020-01-27T20:44:18.719Z,Jeep Grand-Cherokee 2015,Jeep Grand-Cherokee 2015
2015,Jeep,Compass,SUV,2020-01-27T20:44:18.719Z,Jeep Compass 2015,Jeep Compass 2015
2015,Mercedes-Benz,B-Class,Hatchback,2020-01-27T20:44:18.719Z,Mercedes-Benz B-Class 2015,Mercedes-Benz B-Class 2015
2015,Kia,Forte-Koup,Coupe,2020-01-27T20:44:18.719Z,Kia Forte-Koup 2015,Kia Forte-Koup 2015
2015,Jeep,Cherokee,SUV,2020-01-27T20:44:18.719Z,Jeep Cherokee 2015,Jeep Cherokee 2015
2015,Mazda,Mazda3,"Sedan, Hatchback",2020-01-27T20:44:18.719Z,Mazda Mazda3 2015,Mazda Mazda3 2015
2015,Kia,Forte,Sedan,2020-01-27T20:44:18.719Z,Kia Forte 2015,Kia Forte 2015
2015,Mercedes-Benz,G-Class,SUV,2020-01-27T20:44:18.720Z,Mercedes-Benz G-Class 2015,Mercedes-Benz G-Class 2015
2015,Land-Rover,Lr4,SUV,2020-01-27T20:44:18.719Z,Land-Rover Lr4 2015,Land-Rover Lr4 2015
2015,Land-Rover,Lr2,SUV,2020-01-27T20:44:18.719Z,Land-Rover Lr2 2015,Land-Rover Lr2 2015
2015,Kia,Sportage,SUV,2020-01-27T20:44:18.719Z,Kia Sportage 2015,Kia Sportage 2015
2015,Lamborghini,Huracan,Coupe,2020-01-27T20:44:18.719Z,Lamborghini Huracan 2015,Lamborghini Huracan 2015
2015,Land-Rover,Range-Rover-Sport,SUV,2020-01-27T20:44:18.719Z,Land-Rover Range-Rover-Sport 2015,Land-Rover Range-Rover-Sport 2015
2015,Lexus,Lx,SUV,2020-01-27T20:44:18.719Z,Lexus Lx 2015,Lexus Lx 2015
2015,Land-Rover,Discovery-Sport,SUV,2020-01-27T20:44:18.719Z,Land-Rover Discovery-Sport 2015,Land-Rover Discovery-Sport 2015
2015,Kia,Soul-Ev,Wagon,2020-01-27T20:44:18.719Z,Kia Soul-Ev 2015,Kia Soul-Ev 2015
2015,Mercedes-Benz,S-Class,"Sedan, Coupe",2020-01-27T20:44:18.720Z,Mercedes-Benz S-Class 2015,Mercedes-Benz S-Class 2015
2015,Lexus,Gx,SUV,2020-01-27T20:44:18.719Z,Lexus Gx 2015,Lexus Gx 2015
2015,Lexus,Rc,Coupe,2020-01-27T20:44:18.719Z,Lexus Rc 2015,Lexus Rc 2015
2015,Land-Rover,Range-Rover-Evoque,SUV,2020-01-27T20:44:18.719Z,Land-Rover Range-Rover-Evoque 2015,Land-Rover Range-Rover-Evoque 2015
2015,Lexus,Es,Sedan,2020-01-27T20:44:18.719Z,Lexus Es 2015,Lexus Es 2015
2015,Lexus,Is,"Sedan, Convertible",2020-01-27T20:44:18.719Z,Lexus Is 2015,Lexus Is 2015
2015,Lexus,Rx,SUV,2020-01-27T20:44:18.719Z,Lexus Rx 2015,Lexus Rx 2015
2015,Lexus,Ct,Hatchback,2020-01-27T20:44:18.719Z,Lexus Ct 2015,Lexus Ct 2015
2015,Mazda,Cx-5,SUV,2020-01-27T20:44:18.719Z,Mazda Cx-5 2015,Mazda Cx-5 2015
2015,Lincoln,Mkx,SUV,2020-01-27T20:44:18.719Z,Lincoln Mkx 2015,Lincoln Mkx 2015
2015,Mercedes-Benz,M-Class,SUV,2020-01-27T20:44:18.720Z,Mercedes-Benz M-Class 2015,Mercedes-Benz M-Class 2015
2015,Mercedes-Benz,Cla-Class,Sedan,2020-01-27T20:44:18.719Z,Mercedes-Benz Cla-Class 2015,Mercedes-Benz Cla-Class 2015
2015,Lincoln,Navigator,SUV,2020-01-27T20:44:18.719Z,Lincoln Navigator 2015,Lincoln Navigator 2015
2015,Mazda,Mazda5,Van/Minivan,2020-01-27T20:44:18.719Z,Mazda Mazda5 2015,Mazda Mazda5 2015
2015,Lincoln,Navigator-L,SUV,2020-01-27T20:44:18.719Z,Lincoln Navigator-L 2015,Lincoln Navigator-L 2015
2015,Mercedes-Benz,C-Class,"Sedan, Coupe",2020-01-27T20:44:18.719Z,Mercedes-Benz C-Class 2015,Mercedes-Benz C-Class 2015
2015,Lincoln,Mkz,Sedan,2020-01-27T20:44:18.719Z,Lincoln Mkz 2015,Lincoln Mkz 2015
2015,Lincoln,Mks,Sedan,2020-01-27T20:44:18.719Z,Lincoln Mks 2015,Lincoln Mks 2015
2015,Maserati,Quattroporte,Sedan,2020-01-27T20:44:18.719Z,Maserati Quattroporte 2015,Maserati Quattroporte 2015
2015,Mercedes-Benz,Gl-Class,SUV,2020-01-27T20:44:18.720Z,Mercedes-Benz Gl-Class 2015,Mercedes-Benz Gl-Class 2015
2015,Mercedes-Benz,E-Class,"Convertible, Wagon, Coupe, Sedan",2020-01-27T20:44:18.720Z,Mercedes-Benz E-Class 2015,Mercedes-Benz E-Class 2015
2015,Lincoln,Mkc,SUV,2020-01-27T20:44:18.719Z,Lincoln Mkc 2015,Lincoln Mkc 2015
2015,Lexus,Ls,Sedan,2020-01-27T20:44:18.719Z,Lexus Ls 2015,Lexus Ls 2015
2015,Mazda,Mx-5-Miata,Convertible,2020-01-27T20:44:18.719Z,Mazda Mx-5-Miata 2015,Mazda Mx-5-Miata 2015
2015,Mazda,Cx-9,SUV,2020-01-27T20:44:18.719Z,Mazda Cx-9 2015,Mazda Cx-9 2015
2015,Mercedes-Benz,Glk-Class,SUV,2020-01-27T20:44:18.720Z,Mercedes-Benz Glk-Class 2015,Mercedes-Benz Glk-Class 2015
2015,Mazda,Mazda6,Sedan,2020-01-27T20:44:18.719Z,Mazda Mazda6 2015,Mazda Mazda6 2015
2015,Maserati,Granturismo,"Coupe, Convertible",2020-01-27T20:44:18.719Z,Maserati Granturismo 2015,Maserati Granturismo 2015
2015,Mclaren,650S,"Coupe, Convertible",2020-01-27T20:44:18.719Z,Mclaren 650S 2015,Mclaren 650S 2015
2015,Mercedes-Benz,Gla-Class,SUV,2020-01-27T20:44:18.720Z,Mercedes-Benz Gla-Class 2015,Mercedes-Benz Gla-Class 2015
2015,Mercedes-Benz,Cls-Class,Sedan,2020-01-27T20:44:18.719Z,Mercedes-Benz Cls-Class 2015,Mercedes-Benz Cls-Class 2015
2015,Mercedes-Benz,Sls-Class,"Coupe, Convertible",2020-01-27T20:44:18.755Z,Mercedes-Benz Sls-Class 2015,Mercedes-Benz Sls-Class 2015
2015,Mercedes-Benz,Sprinter-2500-Passenger,Van/Minivan,2020-01-27T20:44:18.755Z,Mercedes-Benz Sprinter-2500-Passenger 2015,Mercedes-Benz Sprinter-2500-Passenger 2015
2015,Mercedes-Benz,Sprinter-2500-Crew,Van/Minivan,2020-01-27T20:44:18.755Z,Mercedes-Benz Sprinter-2500-Crew 2015,Mercedes-Benz Sprinter-2500-Crew 2015
2015,Mercedes-Benz,Sl-Class,Convertible,2020-01-27T20:44:18.755Z,Mercedes-Benz Sl-Class 2015,Mercedes-Benz Sl-Class 2015
2015,Mercedes-Benz,Sprinter-3500-Cargo,Van/Minivan,2020-01-27T20:44:18.755Z,Mercedes-Benz Sprinter-3500-Cargo 2015,Mercedes-Benz Sprinter-3500-Cargo 2015
2015,Mercedes-Benz,Slk-Class,Convertible,2020-01-27T20:44:18.755Z,Mercedes-Benz Slk-Class 2015,Mercedes-Benz Slk-Class 2015
2015,Mini,Convertible,Convertible,2020-01-27T20:44:18.755Z,Mini Convertible 2015,Mini Convertible 2015
2015,Mini,Coupe,Coupe,2020-01-27T20:44:18.755Z,Mini Coupe 2015,Mini Coupe 2015
2015,Mini,Paceman,Hatchback,2020-01-27T20:44:18.755Z,Mini Paceman 2015,Mini Paceman 2015
2015,Mini,Hardtop-4-Door,Hatchback,2020-01-27T20:44:18.755Z,Mini Hardtop-4-Door 2015,Mini Hardtop-4-Door 2015
2015,Mitsubishi,Lancer,Sedan,2020-01-27T20:44:18.755Z,Mitsubishi Lancer 2015,Mitsubishi Lancer 2015
2015,Mercedes-Benz,Sprinter-2500-Cargo,Van/Minivan,2020-01-27T20:44:18.755Z,Mercedes-Benz Sprinter-2500-Cargo 2015,Mercedes-Benz Sprinter-2500-Cargo 2015
2015,Mini,Countryman,Hatchback,2020-01-27T20:44:18.755Z,Mini Countryman 2015,Mini Countryman 2015
2015,Nissan,Nv3500-Hd-Passenger,Van/Minivan,2020-01-27T20:44:18.756Z,Nissan Nv3500-Hd-Passenger 2015,Nissan Nv3500-Hd-Passenger 2015
2015,Mini,Roadster,Convertible,2020-01-27T20:44:18.755Z,Mini Roadster 2015,Mini Roadster 2015
2015,Mitsubishi,Outlander,SUV,2020-01-27T20:44:18.755Z,Mitsubishi Outlander 2015,Mitsubishi Outlander 2015
2015,Nissan,Nv2500-Hd-Cargo,Van/Minivan,2020-01-27T20:44:18.756Z,Nissan Nv2500-Hd-Cargo 2015,Nissan Nv2500-Hd-Cargo 2015
2015,Nissan,370Z,"Coupe, Convertible",2020-01-27T20:44:18.755Z,Nissan 370Z 2015,Nissan 370Z 2015
2015,Mini,Hardtop-2-Door,Hatchback,2020-01-27T20:44:18.755Z,Mini Hardtop-2-Door 2015,Mini Hardtop-2-Door 2015
2015,Mitsubishi,Outlander-Sport,SUV,2020-01-27T20:44:18.755Z,Mitsubishi Outlander-Sport 2015,Mitsubishi Outlander-Sport 2015
2015,Nissan,Altima,Sedan,2020-01-27T20:44:18.755Z,Nissan Altima 2015,Nissan Altima 2015
2015,Nissan,Frontier-Crew-Cab,Pickup,2020-01-27T20:44:18.755Z,Nissan Frontier-Crew-Cab 2015,Nissan Frontier-Crew-Cab 2015
2015,Nissan,Titan-Crew-Cab,Pickup,2020-01-27T20:44:18.756Z,Nissan Titan-Crew-Cab 2015,Nissan Titan-Crew-Cab 2015
2015,Nissan,Murano,SUV,2020-01-27T20:44:18.755Z,Nissan Murano 2015,Nissan Murano 2015
2015,Nissan,Nv1500-Cargo,Van/Minivan,2020-01-27T20:44:18.755Z,Nissan Nv1500-Cargo 2015,Nissan Nv1500-Cargo 2015
2015,Nissan,Armada,SUV,2020-01-27T20:44:18.755Z,Nissan Armada 2015,Nissan Armada 2015
2015,Nissan,Leaf,Hatchback,2020-01-27T20:44:18.755Z,Nissan Leaf 2015,Nissan Leaf 2015
2015,Nissan,Nv200,Van/Minivan,2020-01-27T20:44:18.755Z,Nissan Nv200 2015,Nissan Nv200 2015
2015,Nissan,Gt-R,Coupe,2020-01-27T20:44:18.755Z,Nissan Gt-R 2015,Nissan Gt-R 2015
2015,Mitsubishi,Mirage,Hatchback,2020-01-27T20:44:18.755Z,Mitsubishi Mirage 2015,Mitsubishi Mirage 2015
2015,Mitsubishi,Lancer-Evolution,Sedan,2020-01-27T20:44:18.755Z,Mitsubishi Lancer-Evolution 2015,Mitsubishi Lancer-Evolution 2015
2015,Nissan,Nv200-Taxi,Van/Minivan,2020-01-27T20:44:18.755Z,Nissan Nv200-Taxi 2015,Nissan Nv200-Taxi 2015
2015,Ram,1500-Crew-Cab,Pickup,2020-01-27T20:44:18.756Z,Ram 1500-Crew-Cab 2015,Ram 1500-Crew-Cab 2015
2015,Nissan,Juke,SUV,2020-01-27T20:44:18.755Z,Nissan Juke 2015,Nissan Juke 2015
2015,Porsche,Boxster,Convertible,2020-01-27T20:44:18.756Z,Porsche Boxster 2015,Porsche Boxster 2015
2015,Nissan,Sentra,Sedan,2020-01-27T20:44:18.756Z,Nissan Sentra 2015,Nissan Sentra 2015
2015,Nissan,Frontier-King-Cab,Pickup,2020-01-27T20:44:18.755Z,Nissan Frontier-King-Cab 2015,Nissan Frontier-King-Cab 2015
2015,Nissan,Pathfinder,SUV,2020-01-27T20:44:18.756Z,Nissan Pathfinder 2015,Nissan Pathfinder 2015
2015,Nissan,Rogue-Select,SUV,2020-01-27T20:44:18.756Z,Nissan Rogue-Select 2015,Nissan Rogue-Select 2015
2015,Nissan,Rogue,SUV,2020-01-27T20:44:18.756Z,Nissan Rogue 2015,Nissan Rogue 2015
2015,Nissan,Quest,Van/Minivan,2020-01-27T20:44:18.756Z,Nissan Quest 2015,Nissan Quest 2015
2015,Nissan,Nv3500-Hd-Cargo,Van/Minivan,2020-01-27T20:44:18.756Z,Nissan Nv3500-Hd-Cargo 2015,Nissan Nv3500-Hd-Cargo 2015
2015,Nissan,Versa,"Sedan, Hatchback",2020-01-27T20:44:18.756Z,Nissan Versa 2015,Nissan Versa 2015
2015,Porsche,Cayenne,SUV,2020-01-27T20:44:18.756Z,Porsche Cayenne 2015,Porsche Cayenne 2015
2015,Nissan,Xterra,SUV,2020-01-27T20:44:18.756Z,Nissan Xterra 2015,Nissan Xterra 2015
2015,Porsche,911,"Coupe, Convertible",2020-01-27T20:44:18.756Z,Porsche 911 2015,Porsche 911 2015
2015,Porsche,Macan,SUV,2020-01-27T20:44:18.756Z,Porsche Macan 2015,Porsche Macan 2015
2015,Ram,Promaster-Cargo-Van,Van/Minivan,2020-01-27T20:44:18.756Z,Ram Promaster-Cargo-Van 2015,Ram Promaster-Cargo-Van 2015
2015,Ram,2500-Regular-Cab,Pickup,2020-01-27T20:44:18.756Z,Ram 2500-Regular-Cab 2015,Ram 2500-Regular-Cab 2015
2015,Rolls-Royce,Wraith,Coupe,2020-01-27T20:44:18.756Z,Rolls-Royce Wraith 2015,Rolls-Royce Wraith 2015
2015,Ram,2500-Crew-Cab,Pickup,2020-01-27T20:44:18.756Z,Ram 2500-Crew-Cab 2015,Ram 2500-Crew-Cab 2015
2015,Porsche,Cayman,Coupe,2020-01-27T20:44:18.756Z,Porsche Cayman 2015,Porsche Cayman 2015
2015,Nissan,Titan-King-Cab,Pickup,2020-01-27T20:44:18.756Z,Nissan Titan-King-Cab 2015,Nissan Titan-King-Cab 2015
2015,Ram,1500-Quad-Cab,Pickup,2020-01-27T20:44:18.756Z,Ram 1500-Quad-Cab 2015,Ram 1500-Quad-Cab 2015
2015,Porsche,Panamera,Sedan,2020-01-27T20:44:18.756Z,Porsche Panamera 2015,Porsche Panamera 2015
2015,Ram,1500-Regular-Cab,Pickup,2020-01-27T20:44:18.756Z,Ram 1500-Regular-Cab 2015,Ram 1500-Regular-Cab 2015
2015,Ram,2500-Mega-Cab,Pickup,2020-01-27T20:44:18.756Z,Ram 2500-Mega-Cab 2015,Ram 2500-Mega-Cab 2015
2015,Toyota,Camry,Sedan,2020-01-27T20:44:18.756Z,Toyota Camry 2015,Toyota Camry 2015
2015,Scion,Tc,Coupe,2020-01-27T20:44:18.756Z,Scion Tc 2015,Scion Tc 2015
2015,Toyota,4Runner,SUV,2020-01-27T20:44:18.756Z,Toyota 4Runner 2015,Toyota 4Runner 2015
2015,Toyota,Corolla,Sedan,2020-01-27T20:44:18.756Z,Toyota Corolla 2015,Toyota Corolla 2015
2015,Toyota,Prius-C,Hatchback,2020-01-27T20:44:18.756Z,Toyota Prius-C 2015,Toyota Prius-C 2015
2015,Ram,Promaster-City,Van/Minivan,2020-01-27T20:44:18.756Z,Ram Promaster-City 2015,Ram Promaster-City 2015
2015,Toyota,Sequoia,SUV,2020-01-27T20:44:18.756Z,Toyota Sequoia 2015,Toyota Sequoia 2015
2015,Scion,Iq,Hatchback,2020-01-27T20:44:18.756Z,Scion Iq 2015,Scion Iq 2015
2015,Subaru,Xv-Crosstrek,SUV,2020-01-27T20:44:18.756Z,Subaru Xv-Crosstrek 2015,Subaru Xv-Crosstrek 2015
2015,Toyota,Land-Cruiser,SUV,2020-01-27T20:44:18.756Z,Toyota Land-Cruiser 2015,Toyota Land-Cruiser 2015
2015,Tesla,Model-S,Sedan,2020-01-27T20:44:18.756Z,Tesla Model-S 2015,Tesla Model-S 2015
2015,Ram,3500-Crew-Cab,Pickup,2020-01-27T20:44:18.756Z,Ram 3500-Crew-Cab 2015,Ram 3500-Crew-Cab 2015
2015,Ram,C/V-Tradesman,Van/Minivan,2020-01-27T20:44:18.756Z,Ram C/V-Tradesman 2015,Ram C/V-Tradesman 2015
2015,Smart,Fortwo,"Hatchback, Convertible",2020-01-27T20:44:18.756Z,Smart Fortwo 2015,Smart Fortwo 2015
2015,Ram,3500-Regular-Cab,Pickup,2020-01-27T20:44:18.756Z,Ram 3500-Regular-Cab 2015,Ram 3500-Regular-Cab 2015
2015,Smart,Fortwo-Electric-Drive,"Hatchback, Convertible",2020-01-27T20:44:18.756Z,Smart Fortwo-Electric-Drive 2015,Smart Fortwo-Electric-Drive 2015
2015,Ram,3500-Mega-Cab,Pickup,2020-01-27T20:44:18.756Z,Ram 3500-Mega-Cab 2015,Ram 3500-Mega-Cab 2015
2015,Subaru,Impreza,"Sedan, Wagon",2020-01-27T20:44:18.756Z,Subaru Impreza 2015,Subaru Impreza 2015
2015,Subaru,Brz,Coupe,2020-01-27T20:44:18.756Z,Subaru Brz 2015,Subaru Brz 2015
2015,Rolls-Royce,Ghost,Sedan,2020-01-27T20:44:18.756Z,Rolls-Royce Ghost 2015,Rolls-Royce Ghost 2015
2015,Ram,Promaster-Window-Van,Van/Minivan,2020-01-27T20:44:18.756Z,Ram Promaster-Window-Van 2015,Ram Promaster-Window-Van 2015
2015,Toyota,Rav4,SUV,2020-01-27T20:44:18.756Z,Toyota Rav4 2015,Toyota Rav4 2015
2015,Toyota,Avalon,Sedan,2020-01-27T20:44:18.756Z,Toyota Avalon 2015,Toyota Avalon 2015
2015,Toyota,Tacoma-Access-Cab,Pickup,2020-01-27T20:44:18.756Z,Toyota Tacoma-Access-Cab 2015,Toyota Tacoma-Access-Cab 2015
2015,Toyota,Tundra-Crewmax,Pickup,2020-01-27T20:44:18.756Z,Toyota Tundra-Crewmax 2015,Toyota Tundra-Crewmax 2015
2015,Rolls-Royce,Phantom,"Coupe, Convertible, Sedan",2020-01-27T20:44:18.756Z,Rolls-Royce Phantom 2015,Rolls-Royce Phantom 2015
2015,Scion,Xb,Hatchback,2020-01-27T20:44:18.756Z,Scion Xb 2015,Scion Xb 2015
2015,Toyota,Highlander,SUV,2020-01-27T20:44:18.756Z,Toyota Highlander 2015,Toyota Highlander 2015
2015,Subaru,Legacy,Sedan,2020-01-27T20:44:18.756Z,Subaru Legacy 2015,Subaru Legacy 2015
2015,Volkswagen,Beetle,"Hatchback, Convertible",2020-01-27T20:44:18.756Z,Volkswagen Beetle 2015,Volkswagen Beetle 2015
2015,Subaru,Wrx,Sedan,2020-01-27T20:44:18.756Z,Subaru Wrx 2015,Subaru Wrx 2015
2015,Scion,Fr-S,Coupe,2020-01-27T20:44:18.756Z,Scion Fr-S 2015,Scion Fr-S 2015
2015,Subaru,Outback,SUV,2020-01-27T20:44:18.756Z,Subaru Outback 2015,Subaru Outback 2015
2015,Toyota,Prius,Hatchback,2020-01-27T20:44:18.756Z,Toyota Prius 2015,Toyota Prius 2015
2015,Toyota,Prius-Plug-In-Hybrid,Hatchback,2020-01-27T20:44:18.756Z,Toyota Prius-Plug-In-Hybrid 2015,Toyota Prius-Plug-In-Hybrid 2015
2015,Toyota,Tacoma-Double-Cab,Pickup,2020-01-27T20:44:18.756Z,Toyota Tacoma-Double-Cab 2015,Toyota Tacoma-Double-Cab 2015
2015,Subaru,Forester,SUV,2020-01-27T20:44:18.756Z,Subaru Forester 2015,Subaru Forester 2015
2015,Toyota,Prius-V,Wagon,2020-01-27T20:44:18.756Z,Toyota Prius-V 2015,Toyota Prius-V 2015
2015,Toyota,Sienna,Van/Minivan,2020-01-27T20:44:18.756Z,Toyota Sienna 2015,Toyota Sienna 2015
2015,Toyota,Tundra-Double-Cab,Pickup,2020-01-27T20:44:18.756Z,Toyota Tundra-Double-Cab 2015,Toyota Tundra-Double-Cab 2015
2015,Toyota,Tundra-Regular-Cab,Pickup,2020-01-27T20:44:18.756Z,Toyota Tundra-Regular-Cab 2015,Toyota Tundra-Regular-Cab 2015
2015,Toyota,Venza,Wagon,2020-01-27T20:44:18.756Z,Toyota Venza 2015,Toyota Venza 2015
2015,Toyota,Yaris,Hatchback,2020-01-27T20:44:18.756Z,Toyota Yaris 2015,Toyota Yaris 2015
2015,Volkswagen,E-Golf,Hatchback,2020-01-27T20:44:18.791Z,Volkswagen E-Golf 2015,Volkswagen E-Golf 2015
2015,Volkswagen,Cc,Sedan,2020-01-27T20:44:18.791Z,Volkswagen Cc 2015,Volkswagen Cc 2015
2015,Volkswagen,Eos,Convertible,2020-01-27T20:44:18.791Z,Volkswagen Eos 2015,Volkswagen Eos 2015
2015,Volkswagen,Tiguan,SUV,2020-01-27T20:44:18.791Z,Volkswagen Tiguan 2015,Volkswagen Tiguan 2015
2015,Volkswagen,Golf-R,Hatchback,2020-01-27T20:44:18.791Z,Volkswagen Golf-R 2015,Volkswagen Golf-R 2015
2015,Volkswagen,Golf,Hatchback,2020-01-27T20:44:18.791Z,Volkswagen Golf 2015,Volkswagen Golf 2015
2015,Volkswagen,Passat,Sedan,2020-01-27T20:44:18.791Z,Volkswagen Passat 2015,Volkswagen Passat 2015
2015,Volkswagen,Golf-Sportwagen,Wagon,2020-01-27T20:44:18.791Z,Volkswagen Golf-Sportwagen 2015,Volkswagen Golf-Sportwagen 2015
2015,Volkswagen,Golf-Gti,Hatchback,2020-01-27T20:44:18.791Z,Volkswagen Golf-Gti 2015,Volkswagen Golf-Gti 2015
2015,Volkswagen,Jetta,Sedan,2020-01-27T20:44:18.791Z,Volkswagen Jetta 2015,Volkswagen Jetta 2015
2015,Volvo,V60,Wagon,2020-01-27T20:44:18.791Z,Volvo V60 2015,Volvo V60 2015
2015,Volvo,S80,Sedan,2020-01-27T20:44:18.791Z,Volvo S80 2015,Volvo S80 2015
2014,Acura,Ilx,Sedan,2020-01-27T20:44:18.791Z,Acura Ilx 2014,Acura Ilx 2014
2015,Volvo,S60,Sedan,2020-01-27T20:44:18.791Z,Volvo S60 2015,Volvo S60 2015
2014,Acura,Rdx,SUV,2020-01-27T20:44:18.791Z,Acura Rdx 2014,Acura Rdx 2014
2015,Volvo,Xc60,SUV,2020-01-27T20:44:18.791Z,Volvo Xc60 2015,Volvo Xc60 2015
2014,Acura,Mdx,SUV,2020-01-27T20:44:18.791Z,Acura Mdx 2014,Acura Mdx 2014
2014,Aston-Martin,Vanquish,"Coupe, Convertible",2020-01-27T20:44:18.791Z,Aston-Martin Vanquish 2014,Aston-Martin Vanquish 2014
2014,Audi,A5,"Coupe, Convertible",2020-01-27T20:44:18.791Z,Audi A5 2014,Audi A5 2014
2015,Volvo,Xc70,Wagon,2020-01-27T20:44:18.791Z,Volvo Xc70 2015,Volvo Xc70 2015
2014,Audi,S4,Sedan,2020-01-27T20:44:18.791Z,Audi S4 2014,Audi S4 2014
2014,Acura,Tsx,"Sedan, Wagon",2020-01-27T20:44:18.791Z,Acura Tsx 2014,Acura Tsx 2014
2014,Aston-Martin,Vantage,"Coupe, Convertible",2020-01-27T20:44:18.791Z,Aston-Martin Vantage 2014,Aston-Martin Vantage 2014
2014,Acura,Rlx,Sedan,2020-01-27T20:44:18.791Z,Acura Rlx 2014,Acura Rlx 2014
2014,Audi,A4,Sedan,2020-01-27T20:44:18.791Z,Audi A4 2014,Audi A4 2014
2014,Aston-Martin,Db9,"Coupe, Convertible",2020-01-27T20:44:18.791Z,Aston-Martin Db9 2014,Aston-Martin Db9 2014
2014,Acura,Tl,Sedan,2020-01-27T20:44:18.791Z,Acura Tl 2014,Acura Tl 2014
2014,Aston-Martin,Rapide-S,Sedan,2020-01-27T20:44:18.791Z,Aston-Martin Rapide-S 2014,Aston-Martin Rapide-S 2014
2014,Audi,S6,Sedan,2020-01-27T20:44:18.791Z,Audi S6 2014,Audi S6 2014
2015,Volkswagen,Touareg,SUV,2020-01-27T20:44:18.791Z,Volkswagen Touareg 2015,Volkswagen Touareg 2015
2014,Audi,A8,Sedan,2020-01-27T20:44:18.791Z,Audi A8 2014,Audi A8 2014
2014,Audi,Sq5,SUV,2020-01-27T20:44:18.791Z,Audi Sq5 2014,Audi Sq5 2014
2014,Audi,Rs-5,"Convertible, Coupe",2020-01-27T20:44:18.791Z,Audi Rs-5 2014,Audi Rs-5 2014
2014,Bmw,2-Series,Coupe,2020-01-27T20:44:18.791Z,Bmw 2-Series 2014,Bmw 2-Series 2014
2014,Audi,Q7,SUV,2020-01-27T20:44:18.791Z,Audi Q7 2014,Audi Q7 2014
2014,Acura,Rlx-Sport-Hybrid,Sedan,2020-01-27T20:44:18.791Z,Acura Rlx-Sport-Hybrid 2014,Acura Rlx-Sport-Hybrid 2014
2014,Audi,Rs-7,Sedan,2020-01-27T20:44:18.791Z,Audi Rs-7 2014,Audi Rs-7 2014
2014,Audi,S7,Sedan,2020-01-27T20:44:18.791Z,Audi S7 2014,Audi S7 2014
2014,Audi,A6,Sedan,2020-01-27T20:44:18.791Z,Audi A6 2014,Audi A6 2014
2014,Audi,Q5,SUV,2020-01-27T20:44:18.791Z,Audi Q5 2014,Audi Q5 2014
2014,Audi,S5,"Convertible, Coupe",2020-01-27T20:44:18.791Z,Audi S5 2014,Audi S5 2014
2014,Audi,Tt,"Coupe, Convertible",2020-01-27T20:44:18.791Z,Audi Tt 2014,Audi Tt 2014
2014,Audi,R8,"Coupe, Convertible",2020-01-27T20:44:18.791Z,Audi R8 2014,Audi R8 2014
2014,Audi,S8,Sedan,2020-01-27T20:44:18.791Z,Audi S8 2014,Audi S8 2014
2014,Audi,Allroad,Wagon,2020-01-27T20:44:18.791Z,Audi Allroad 2014,Audi Allroad 2014
2014,Audi,A7,Sedan,2020-01-27T20:44:18.791Z,Audi A7 2014,Audi A7 2014
2014,Bentley,Flying-Spur,Sedan,2020-01-27T20:44:18.791Z,Bentley Flying-Spur 2014,Bentley Flying-Spur 2014
2014,Bmw,I8,Coupe,2020-01-27T20:44:18.791Z,Bmw I8 2014,Bmw I8 2014
2014,Bmw,X6-M,SUV,2020-01-27T20:44:18.791Z,Bmw X6-M 2014,Bmw X6-M 2014
2014,Bmw,5-Series,Sedan,2020-01-27T20:44:18.791Z,Bmw 5-Series 2014,Bmw 5-Series 2014
2014,Bmw,X3,SUV,2020-01-27T20:44:18.791Z,Bmw X3 2014,Bmw X3 2014
2014,Bentley,Mulsanne,Sedan,2020-01-27T20:44:18.791Z,Bentley Mulsanne 2014,Bentley Mulsanne 2014
