Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,mmy,mmy2
Lexus,Is-250,2015,premium unleaded (required),204.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,27,20,454,39085,Lexus Is-250 2015,Lexus Is-250 2015
Lexus,Is-250,2015,premium unleaded (required),204.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,27,20,454,43690,Lexus Is-250 2015,Lexus Is-250 2015
Lexus,Is-300,2016,premium unleaded (required),255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,26,19,454,39700,Lexus Is-300 2016,Lexus Is-300 2016
Lexus,Is-300,2017,premium unleaded (required),255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,26,19,454,40200,Lexus Is-300 2017,Lexus Is-300 2017
Lexus,Is-350-C,2013,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,27,19,454,46890,Lexus Is-350-C 2013,Lexus Is-350-C 2013
Lexus,Is-350-C,2014,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,27,19,454,47140,Lexus Is-350-C 2014,Lexus Is-350-C 2014
Lexus,Is-350-C,2015,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,27,19,454,47640,Lexus Is-350-C 2015,Lexus Is-350-C 2015
Lexus,Is-350,2014,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,28,19,454,39615,Lexus Is-350 2014,Lexus Is-350 2014
Lexus,Is-350,2014,premium unleaded (required),306.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,26,19,454,41850,Lexus Is-350 2014,Lexus Is-350 2014
Lexus,Is-350,2015,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,28,19,454,40065,Lexus Is-350 2015,Lexus Is-350 2015
Lexus,Is-350,2015,premium unleaded (required),306.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,26,19,454,42300,Lexus Is-350 2015,Lexus Is-350 2015
Lexus,Is-350,2016,premium unleaded (required),306.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,26,19,454,43035,Lexus Is-350 2016,Lexus Is-350 2016
Lexus,Is-350,2016,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,28,19,454,40870,Lexus Is-350 2016,Lexus Is-350 2016
Lexus,Is-F,2012,premium unleaded (required),416.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,23,16,454,61300,Lexus Is-F 2012,Lexus Is-F 2012
Lexus,Is-F,2013,premium unleaded (required),416.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,23,16,454,61750,Lexus Is-F 2013,Lexus Is-F 2013
Lexus,Is-F,2014,premium unleaded (required),416.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,23,16,454,63600,Lexus Is-F 2014,Lexus Is-F 2014
Volkswagen,Jetta-Gli,2013,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,25270,Volkswagen Jetta-Gli 2013,Volkswagen Jetta-Gli 2013
Volkswagen,Jetta-Gli,2013,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,22,873,26195,Volkswagen Jetta-Gli 2013,Volkswagen Jetta-Gli 2013
Volkswagen,Jetta-Gli,2013,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,22,873,24170,Volkswagen Jetta-Gli 2013,Volkswagen Jetta-Gli 2013
Volkswagen,Jetta-Gli,2013,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,29525,Volkswagen Jetta-Gli 2013,Volkswagen Jetta-Gli 2013
Volkswagen,Jetta-Gli,2013,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,27295,Volkswagen Jetta-Gli 2013,Volkswagen Jetta-Gli 2013
Volkswagen,Jetta-Gli,2013,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,27295,Volkswagen Jetta-Gli 2013,Volkswagen Jetta-Gli 2013
Volkswagen,Jetta-Gli,2013,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,22,873,28200,Volkswagen Jetta-Gli 2013,Volkswagen Jetta-Gli 2013
Volkswagen,Jetta-Gli,2013,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,22,873,24170,Volkswagen Jetta-Gli 2013,Volkswagen Jetta-Gli 2013
Volkswagen,Jetta-Gli,2013,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,22,873,26420,Volkswagen Jetta-Gli 2013,Volkswagen Jetta-Gli 2013
Volkswagen,Jetta-Gli,2013,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,27520,Volkswagen Jetta-Gli 2013,Volkswagen Jetta-Gli 2013
Volkswagen,Jetta-Gli,2013,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,29300,Volkswagen Jetta-Gli 2013,Volkswagen Jetta-Gli 2013
Volkswagen,Jetta-Gli,2013,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,25045,Volkswagen Jetta-Gli 2013,Volkswagen Jetta-Gli 2013
Volkswagen,Jetta-Gli,2013,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,29300,Volkswagen Jetta-Gli 2013,Volkswagen Jetta-Gli 2013
Volkswagen,Jetta-Gli,2013,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,22,873,26195,Volkswagen Jetta-Gli 2013,Volkswagen Jetta-Gli 2013
Volkswagen,Jetta-Gli,2013,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,22,873,28425,Volkswagen Jetta-Gli 2013,Volkswagen Jetta-Gli 2013
Volkswagen,Jetta-Gli,2013,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,22,873,28200,Volkswagen Jetta-Gli 2013,Volkswagen Jetta-Gli 2013
Volkswagen,Jetta-Gli,2013,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,22,873,23945,Volkswagen Jetta-Gli 2013,Volkswagen Jetta-Gli 2013
Volkswagen,Jetta-Gli,2013,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,27520,Volkswagen Jetta-Gli 2013,Volkswagen Jetta-Gli 2013
Volkswagen,Jetta-Gli,2013,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,22,873,28425,Volkswagen Jetta-Gli 2013,Volkswagen Jetta-Gli 2013
Volkswagen,Jetta-Gli,2013,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,25045,Volkswagen Jetta-Gli 2013,Volkswagen Jetta-Gli 2013
Volkswagen,Jetta-Gli,2013,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,22,873,23945,Volkswagen Jetta-Gli 2013,Volkswagen Jetta-Gli 2013
Volkswagen,Jetta-Gli,2013,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,25270,Volkswagen Jetta-Gli 2013,Volkswagen Jetta-Gli 2013
Volkswagen,Jetta-Gli,2013,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,29525,Volkswagen Jetta-Gli 2013,Volkswagen Jetta-Gli 2013
Volkswagen,Jetta-Gli,2013,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,22,873,26420,Volkswagen Jetta-Gli 2013,Volkswagen Jetta-Gli 2013
Volkswagen,Jetta-Gli,2014,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,23,873,24535,Volkswagen Jetta-Gli 2014,Volkswagen Jetta-Gli 2014
Volkswagen,Jetta-Gli,2014,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,30875,Volkswagen Jetta-Gli 2014,Volkswagen Jetta-Gli 2014
Volkswagen,Jetta-Gli,2014,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,28555,Volkswagen Jetta-Gli 2014,Volkswagen Jetta-Gli 2014
Volkswagen,Jetta-Gli,2014,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,23,873,29775,Volkswagen Jetta-Gli 2014,Volkswagen Jetta-Gli 2014
Volkswagen,Jetta-Gli,2014,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,23,873,28855,Volkswagen Jetta-Gli 2014,Volkswagen Jetta-Gli 2014
Volkswagen,Jetta-Gli,2014,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,27925,Volkswagen Jetta-Gli 2014,Volkswagen Jetta-Gli 2014
Volkswagen,Jetta-Gli,2014,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,23,873,27455,Volkswagen Jetta-Gli 2014,Volkswagen Jetta-Gli 2014
Volkswagen,Jetta-Gli,2014,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,30875,Volkswagen Jetta-Gli 2014,Volkswagen Jetta-Gli 2014
Volkswagen,Jetta-Gli,2014,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,25635,Volkswagen Jetta-Gli 2014,Volkswagen Jetta-Gli 2014
Volkswagen,Jetta-Gli,2014,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,23,873,29775,Volkswagen Jetta-Gli 2014,Volkswagen Jetta-Gli 2014
Volkswagen,Jetta-Gli,2014,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,23,873,27455,Volkswagen Jetta-Gli 2014,Volkswagen Jetta-Gli 2014
Volkswagen,Jetta-Gli,2014,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,23,873,28855,Volkswagen Jetta-Gli 2014,Volkswagen Jetta-Gli 2014
Volkswagen,Jetta-Gli,2014,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,25635,Volkswagen Jetta-Gli 2014,Volkswagen Jetta-Gli 2014
Volkswagen,Jetta-Gli,2014,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,23,873,24535,Volkswagen Jetta-Gli 2014,Volkswagen Jetta-Gli 2014
Volkswagen,Jetta-Gli,2014,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,23,873,26825,Volkswagen Jetta-Gli 2014,Volkswagen Jetta-Gli 2014
Volkswagen,Jetta-Gli,2014,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,28555,Volkswagen Jetta-Gli 2014,Volkswagen Jetta-Gli 2014
Volkswagen,Jetta-Gli,2014,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,27925,Volkswagen Jetta-Gli 2014,Volkswagen Jetta-Gli 2014
Volkswagen,Jetta-Gli,2014,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,29955,Volkswagen Jetta-Gli 2014,Volkswagen Jetta-Gli 2014
Volkswagen,Jetta-Gli,2014,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873,29955,Volkswagen Jetta-Gli 2014,Volkswagen Jetta-Gli 2014
Volkswagen,Jetta-Gli,2014,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,33,23,873,26825,Volkswagen Jetta-Gli 2014,Volkswagen Jetta-Gli 2014
Volkswagen,Jetta-Hybrid,2013,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Hybrid,Midsize,Sedan,48,42,873,26990,Volkswagen Jetta-Hybrid 2013,Volkswagen Jetta-Hybrid 2013
Volkswagen,Jetta-Hybrid,2013,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Hybrid,Midsize,Sedan,48,42,873,24995,Volkswagen Jetta-Hybrid 2013,Volkswagen Jetta-Hybrid 2013
Volkswagen,Jetta-Hybrid,2013,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Hybrid,Midsize,Sedan,48,42,873,29325,Volkswagen Jetta-Hybrid 2013,Volkswagen Jetta-Hybrid 2013
Volkswagen,Jetta-Hybrid,2013,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Hybrid,Midsize,Sedan,48,42,873,31180,Volkswagen Jetta-Hybrid 2013,Volkswagen Jetta-Hybrid 2013
Volkswagen,Jetta-Hybrid,2014,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Hybrid,Midsize,Sedan,48,42,873,31895,Volkswagen Jetta-Hybrid 2014,Volkswagen Jetta-Hybrid 2014
Volkswagen,Jetta-Hybrid,2014,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Hybrid,Midsize,Sedan,48,42,873,25560,Volkswagen Jetta-Hybrid 2014,Volkswagen Jetta-Hybrid 2014
Volkswagen,Jetta-Hybrid,2014,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Hybrid,Midsize,Sedan,48,42,873,27645,Volkswagen Jetta-Hybrid 2014,Volkswagen Jetta-Hybrid 2014
Volkswagen,Jetta-Hybrid,2014,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Hybrid,Midsize,Sedan,48,42,873,30245,Volkswagen Jetta-Hybrid 2014,Volkswagen Jetta-Hybrid 2014
Volkswagen,Jetta-Sportwagen,2012,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,31,24,873,24210,Volkswagen Jetta-Sportwagen 2012,Volkswagen Jetta-Sportwagen 2012
Volkswagen,Jetta-Sportwagen,2012,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,31,24,873,21295,Volkswagen Jetta-Sportwagen 2012,Volkswagen Jetta-Sportwagen 2012
Volkswagen,Jetta-Sportwagen,2012,diesel,140.0,4.0,MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,42,30,873,28120,Volkswagen Jetta-Sportwagen 2012,Volkswagen Jetta-Sportwagen 2012
Volkswagen,Jetta-Sportwagen,2012,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,31,24,873,24210,Volkswagen Jetta-Sportwagen 2012,Volkswagen Jetta-Sportwagen 2012
Volkswagen,Jetta-Sportwagen,2012,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,31,24,873,21295,Volkswagen Jetta-Sportwagen 2012,Volkswagen Jetta-Sportwagen 2012
Volkswagen,Jetta-Sportwagen,2012,regular unleaded,170.0,5.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,33,23,873,20195,Volkswagen Jetta-Sportwagen 2012,Volkswagen Jetta-Sportwagen 2012
Volkswagen,Jetta-Sportwagen,2012,regular unleaded,170.0,5.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,33,23,873,20195,Volkswagen Jetta-Sportwagen 2012,Volkswagen Jetta-Sportwagen 2012
Volkswagen,Jetta-Sportwagen,2012,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,39,29,873,28390,Volkswagen Jetta-Sportwagen 2012,Volkswagen Jetta-Sportwagen 2012
Volkswagen,Jetta-Sportwagen,2012,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,39,29,873,29220,Volkswagen Jetta-Sportwagen 2012,Volkswagen Jetta-Sportwagen 2012
Volkswagen,Jetta-Sportwagen,2012,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,31,24,873,25960,Volkswagen Jetta-Sportwagen 2012,Volkswagen Jetta-Sportwagen 2012
Volkswagen,Jetta-Sportwagen,2012,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,39,29,873,26640,Volkswagen Jetta-Sportwagen 2012,Volkswagen Jetta-Sportwagen 2012
Volkswagen,Jetta-Sportwagen,2012,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,31,24,873,25960,Volkswagen Jetta-Sportwagen 2012,Volkswagen Jetta-Sportwagen 2012
Volkswagen,Jetta-Sportwagen,2012,diesel,140.0,4.0,MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,42,30,873,25540,Volkswagen Jetta-Sportwagen 2012,Volkswagen Jetta-Sportwagen 2012
Volkswagen,Jetta-Sportwagen,2012,diesel,140.0,4.0,MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,42,30,873,27290,Volkswagen Jetta-Sportwagen 2012,Volkswagen Jetta-Sportwagen 2012
Volkswagen,Jetta-Sportwagen,2013,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,31,24,873,21695,Volkswagen Jetta-Sportwagen 2013,Volkswagen Jetta-Sportwagen 2013
Volkswagen,Jetta-Sportwagen,2013,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,31,24,873,21695,Volkswagen Jetta-Sportwagen 2013,Volkswagen Jetta-Sportwagen 2013
Volkswagen,Jetta-Sportwagen,2013,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,39,29,873,29495,Volkswagen Jetta-Sportwagen 2013,Volkswagen Jetta-Sportwagen 2013
Volkswagen,Jetta-Sportwagen,2013,regular unleaded,170.0,5.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,33,23,873,20595,Volkswagen Jetta-Sportwagen 2013,Volkswagen Jetta-Sportwagen 2013
Volkswagen,Jetta-Sportwagen,2013,diesel,140.0,4.0,MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,42,30,873,28395,Volkswagen Jetta-Sportwagen 2013,Volkswagen Jetta-Sportwagen 2013
Volkswagen,Jetta-Sportwagen,2013,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,39,29,873,26895,Volkswagen Jetta-Sportwagen 2013,Volkswagen Jetta-Sportwagen 2013
Volkswagen,Jetta-Sportwagen,2013,regular unleaded,170.0,5.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,33,23,873,20595,Volkswagen Jetta-Sportwagen 2013,Volkswagen Jetta-Sportwagen 2013
Volkswagen,Jetta-Sportwagen,2013,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,39,29,873,28695,Volkswagen Jetta-Sportwagen 2013,Volkswagen Jetta-Sportwagen 2013
Volkswagen,Jetta-Sportwagen,2013,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,31,24,873,24395,Volkswagen Jetta-Sportwagen 2013,Volkswagen Jetta-Sportwagen 2013
Volkswagen,Jetta-Sportwagen,2013,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,31,24,873,26195,Volkswagen Jetta-Sportwagen 2013,Volkswagen Jetta-Sportwagen 2013
Volkswagen,Jetta-Sportwagen,2013,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,31,24,873,26195,Volkswagen Jetta-Sportwagen 2013,Volkswagen Jetta-Sportwagen 2013
Volkswagen,Jetta-Sportwagen,2013,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,31,24,873,24395,Volkswagen Jetta-Sportwagen 2013,Volkswagen Jetta-Sportwagen 2013
Volkswagen,Jetta-Sportwagen,2013,diesel,140.0,4.0,MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,42,30,873,27595,Volkswagen Jetta-Sportwagen 2013,Volkswagen Jetta-Sportwagen 2013
Volkswagen,Jetta-Sportwagen,2013,diesel,140.0,4.0,MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,42,30,873,25795,Volkswagen Jetta-Sportwagen 2013,Volkswagen Jetta-Sportwagen 2013
Volkswagen,Jetta-Sportwagen,2014,regular unleaded,170.0,5.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,33,23,873,20995,Volkswagen Jetta-Sportwagen 2014,Volkswagen Jetta-Sportwagen 2014
Volkswagen,Jetta-Sportwagen,2014,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,39,29,873,27665,Volkswagen Jetta-Sportwagen 2014,Volkswagen Jetta-Sportwagen 2014
Volkswagen,Jetta-Sportwagen,2014,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,39,29,873,30265,Volkswagen Jetta-Sportwagen 2014,Volkswagen Jetta-Sportwagen 2014
Volkswagen,Jetta-Sportwagen,2014,diesel,140.0,4.0,MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,42,30,873,29165,Volkswagen Jetta-Sportwagen 2014,Volkswagen Jetta-Sportwagen 2014
Volkswagen,Jetta-Sportwagen,2014,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,30,23,873,26685,Volkswagen Jetta-Sportwagen 2014,Volkswagen Jetta-Sportwagen 2014
Volkswagen,Jetta-Sportwagen,2014,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,30,23,873,24885,Volkswagen Jetta-Sportwagen 2014,Volkswagen Jetta-Sportwagen 2014
Volkswagen,Jetta-Sportwagen,2014,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,30,23,873,22095,Volkswagen Jetta-Sportwagen 2014,Volkswagen Jetta-Sportwagen 2014
Volkswagen,Jetta-Sportwagen,2014,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,30,23,873,26685,Volkswagen Jetta-Sportwagen 2014,Volkswagen Jetta-Sportwagen 2014
Volkswagen,Jetta-Sportwagen,2014,regular unleaded,170.0,5.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,33,23,873,20995,Volkswagen Jetta-Sportwagen 2014,Volkswagen Jetta-Sportwagen 2014
Volkswagen,Jetta-Sportwagen,2014,diesel,140.0,4.0,MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,42,30,873,26565,Volkswagen Jetta-Sportwagen 2014,Volkswagen Jetta-Sportwagen 2014
Volkswagen,Jetta-Sportwagen,2014,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,30,23,873,24885,Volkswagen Jetta-Sportwagen 2014,Volkswagen Jetta-Sportwagen 2014
Volkswagen,Jetta-Sportwagen,2014,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,30,23,873,22095,Volkswagen Jetta-Sportwagen 2014,Volkswagen Jetta-Sportwagen 2014
Volkswagen,Jetta-Sportwagen,2014,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,39,29,873,29465,Volkswagen Jetta-Sportwagen 2014,Volkswagen Jetta-Sportwagen 2014
Volkswagen,Jetta-Sportwagen,2014,diesel,140.0,4.0,MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,42,30,873,28365,Volkswagen Jetta-Sportwagen 2014,Volkswagen Jetta-Sportwagen 2014
Volkswagen,Jetta,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,37,25,873,22325,Volkswagen Jetta 2015,Volkswagen Jetta 2015
Volkswagen,Jetta,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Midsize,Sedan,33,23,873,29280,Volkswagen Jetta 2015,Volkswagen Jetta 2015
Volkswagen,Jetta,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,37,25,873,23650,Volkswagen Jetta 2015,Volkswagen Jetta 2015
Volkswagen,Jetta,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,37,25,873,25380,Volkswagen Jetta 2015,Volkswagen Jetta 2015
Volkswagen,Jetta,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Midsize,Sedan,45,31,873,25175,Volkswagen Jetta 2015,Volkswagen Jetta 2015
Volkswagen,Jetta,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Midsize,Sedan,33,23,873,26920,Volkswagen Jetta 2015,Volkswagen Jetta 2015
Volkswagen,Jetta,2015,regular unleaded,170.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,37,25,873,20895,Volkswagen Jetta 2015,Volkswagen Jetta 2015
Volkswagen,Jetta,2015,diesel,150.0,4.0,MANUAL,front wheel drive,4.0,Diesel,Midsize,Sedan,46,31,873,21640,Volkswagen Jetta 2015,Volkswagen Jetta 2015
Volkswagen,Jetta,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Midsize,Sedan,33,23,873,26920,Volkswagen Jetta 2015,Volkswagen Jetta 2015
